quantity,value,detail
paired-placebo contrast MDE (downstream minus upstream buffering gap),0.275,"observed D +0.037 (perm p 0.718), null SD 0.098; MDE 0.275 SSI units = 51.8% of the 0.53 downstream baseline at 80% power, alpha 0.05; a true downstream-specific buffering gap above this is detected, smaller gaps are not excluded (n = 15 paired basins)"
