cls,n,cor,err_sd,err_var,var_spei,attenuation,ratio_errvar_down_up
control,36300,0.978350979066276,0.196065098343801,0.0384415227885644,0.855087810975957,0.956977883841142,
treated_down,18300,0.975156235498788,0.211652564759545,0.0447968081692933,0.86834556539451,0.950942142795914,0.766085337376092
treated_up,10500,0.967128258257129,0.241815959596641,0.0584749583156444,0.829815656284352,0.93417136536788,
